Name,ADDR,CITY,State,ZIP,County,lat,long,location,,,,,,,,
Antilles School of Technical Careers,Calle Cayey # 1911,San Juan,PR,00909,San Juan Municipio,18.438465,-66.059172,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Adventista de las Antillas,Carr 106 Km 2.2 Int,Mayaguez,PR,00680-0000,Mayag�ez Municipio,18.205329,-67.112632,Mayag,,,,,,,,
Atlantic University College,Colton St. # 9,Guaynabo,PR,00970,Guaynabo Municipio,18.357395,-66.111714,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Central de Bayamon,Avenida Zaya Verde La Milagrosa Barrio Hato Tejas,Bayamdn,PR,00960-1725,Bayam�n Municipio,18.400541,-66.181496,"San Juan-Carolina-Caguas, PR",,,,,,,,
Columbia Central University-Caguas,Carr 183 Km 1.7,Caguas,PR,00726,Caguas Municipio,18.2263,-66.028097,"San Juan-Carolina-Caguas, PR",,,,,,,,
Carlos Albizu University-San Juan,"151 Tanca St, Corner San Francisco St, Old San Juan",San Juan,PR,00902-3711,San Juan Municipio,18.466573,-66.113908,"San Juan-Carolina-Caguas, PR",,,,,,,,
Caribbean University-Bayamon,167 Ave.  Km 21.2,Bayamon,PR,00960-0493,Bayam�n Municipio,18.383209,-66.168171,"San Juan-Carolina-Caguas, PR",,,,,,,,
Caribbean University-Carolina,Calle Ignacio Arzuaga #208,Carolina,PR,00985,Carolina Municipio,18.38746,-65.95765,"San Juan-Carolina-Caguas, PR",,,,,,,,
Pontifical Catholic University of Puerto Rico-Arecibo,Carretera 662 KM 2.3,Arecibo,PR,00614-4045,Arecibo Municipio,18.446006,-66.679114,"Arecibo, PR",,,,,,,,
Pontifical Catholic University of Puerto Rico-Ponce,2250 Boulevard Luis A. Ferre Aguayo Suite 608,Ponce,PR,00717-9997,Ponce Municipio,18.000652,-66.61763,"Ponce, PR",,,,,,,,
Centro de Estudios Multidisciplinarios-San Juan,1206  13th. Street  Ext San Agustin,San Juan,PR,00926-1931,San Juan Municipio,18.39031,-66.010873,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Teologica del Caribe,"Road 848 Km. 0.5 Callejon Marquez, Bo. Saint Just",Trujillo Alto,PR,00978-0901,Trujillo Alto Municipio,18.370604,-66.014483,"San Juan-Carolina-Caguas, PR",,,,,,,,
Colegio Universitario de San Juan,180 Jose Oliver St Tres Monjitas  Ind. Park,San Juan,PR,00918,San Juan Municipio,18.428528,-66.066529,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Metropolitana,1399 Ave. Ana G. Mondez,San Juan,PR,00926-2602,San Juan Municipio,18.387177,-66.061615,"San Juan-Carolina-Caguas, PR",,,,,,,,
Puerto Rico Conservatory of Music,951 Ponce de Leon Avenue,San Juan,PR,00907-3373,San Juan Municipio,18.4206,-66.068376,"San Juan-Carolina-Caguas, PR",,,,,,,,
Center for Advanced Studies On Puerto Rico and the Caribbean,Calle Del Cristo #52,San Juan,PR,00901,San Juan Municipio,18.46589,-66.118261,"San Juan-Carolina-Caguas, PR",,,,,,,,
EDP University of Puerto Rico Inc-San Sebastian,Betances # 49,San Sebastian,PR,00685,San Sebasti�n Municipio,18.334858,-66.990909,"Aguadilla-Isabela, PR",,,,,,,,
Emma's Beauty Academy-Mayaguez,Calle Munoz Rivera 9 Oeste,Mayaguez,PR,00680,Mayag�ez Municipio,18.199825,-67.140997,Mayag,,,,,,,,
Escuela de Artes Plasticas y Diseno de Puerto Rico,Barrio Ballaja Campo Del Morro,San Juan,PR,00902-1112,San Juan Municipio,18.467401,-66.111462,"San Juan-Carolina-Caguas, PR",,,,,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Manati,State Road 2  Km.47.3,Manati,PR,00674-1091,Manat� Municipio,18.4394,-66.457032,"San Juan-Carolina-Caguas, PR",,,,,,,,
Sistema Universitario Ana G Mendez,"Universidad Metropolitana, 1399 Ave. Ana G. Mdndez",Rio Piedras,PR,00928-1345,San Juan Municipio,18.386652,-66.061042,"San Juan-Carolina-Caguas, PR",,,,,,,,
Huertas College,#41 Hector R Bunker  St,Caguas,PR,00725,Caguas Municipio,18.219116,-66.031484,"San Juan-Carolina-Caguas, PR",,,,,,,,
Humacao Community College,Georgetti St. #69,Humacao,PR,00792,Humacao Municipio,18.148339,-65.826368,"San Juan-Carolina-Caguas, PR",,,,,,,,
ICPR Junior College-Arecibo,20 San Patricio,Arecibo,PR,00614-0067,Arecibo Municipio,18.475297,-66.758263,"Arecibo, PR",,,,,,,,
ICPR Junior College-Mayaguez,80 West McKinley St,Mayaguez,PR,00681-1108,Mayag�ez Municipio,18.201649,-67.141966,Mayag,,,,,,,,
Instituto de Educacion Tecnica Ocupacional La Reine-Manati,Avenida Colon A 8,Manati,PR,00674-0000,Manat� Municipio,18.429557,-66.490994,"San Juan-Carolina-Caguas, PR",,,,,,,,
Hispanic American College,Carreta 189 km 6.0  Rincon Industrial Park,Gurabo,PR,00778,Gurabo Municipio,18.25458,-65.965488,"San Juan-Carolina-Caguas, PR",,,,,,,,
Instituto de Banca y Comercio Inc,56 Carretera 20 Km 2.3,Guaynabo,PR,00966-2309,Guaynabo Municipio,18.391708,-66.113889,"San Juan-Carolina-Caguas, PR",,,,,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Guayama,"Urb. Vives, Final",Guayama,PR,00785-0000,Guayama Municipio,17.976065,-66.106561,"Guayama, PR",,,,,,,,
Instituto Tecnologico de Puerto Rico-Recinto de Ponce,4820 Candido Hoyos Urb. Perla Del Sur,Ponce,PR,00717-0306,Ponce Municipio,17.998197,-66.629202,"Ponce, PR",,,,,,,,
Instituto Tecnologico de Puerto Rico-Recinto de San Juan,Calle Alegria Final Urb las Virtudes,San Juan,PR,00924,San Juan Municipio,18.412234,-66.016987,"San Juan-Carolina-Caguas, PR",,,,,,,,
Inter American University of Puerto Rico-San German,Rd. 102 Km. 30.6,San German,PR,00683,San Germ�n Municipio,18.083957,-67.053808,"San Germ7n, PR",,,,,,,,
Inter American University of Puerto Rico-Aguadilla,Barrio Corrales Sector Calero,Aguadilla,PR,00603,Aguadilla Municipio,18.467886,-67.121671,"Aguadilla-Isabela, PR",,,,,,,,
Inter American University of Puerto Rico-Arecibo,Bo San Daniel Sector Las Canelas Highway #2 Km 80.4,Arecibo,PR,00614,Arecibo Municipio,18.47509,-66.75901,"Arecibo, PR",,,,,,,,
Inter American University of Puerto Rico-Barranquitas,Bo Helechal Highway 156 Intersection 719,Barranquitas,PR,00794-0517,Barranquitas Municipio,18.182702,-66.303314,"San Juan-Carolina-Caguas, PR",,,,,,,,
Inter American University of Puerto Rico-Metro,Highway #1 Km 16 3 Corner Francisco Sein St,San Juan,PR,00919,San Juan Municipio,18.368988,-66.077711,"San Juan-Carolina-Caguas, PR",,,,,,,,
Inter American University of Puerto Rico-Ponce,104 Turpeaux Industrial Park Rd1,Mercedita,PR,00715-1602,Ponce Municipio,18.007388,-66.578498,"Ponce, PR",,,,,,,,
Inter American University of Puerto Rico-Central Office,Urb Jardines Metropolitanos Calle Galileo Final,San Juan,PR,00928,San Juan Municipio,18.404214,-66.069599,"San Juan-Carolina-Caguas, PR",,,,,,,,
Inter American University of Puerto Rico-Fajardo,Calle Union-Batey Central Highway 195,Fajardo,PR,00738-7003,Fajardo Municipio,18.329194,-65.648485,"San Juan-Carolina-Caguas, PR",,,,,,,,
Inter American University of Puerto Rico-Guayama,Bo Machete Highway 744 Km 1.2,Guayama,PR,00785,Guayama Municipio,17.98,-66.1101,"Guayama, PR",,,,,,,,
Inter American University of Puerto Rico-Bayamon,"Bo Cerro Gordo, Highway 830",Bayamon,PR,00957-6257,Bayam�n Municipio,18.350898,-66.182599,"San Juan-Carolina-Caguas, PR",,,,,,,,
Inter American University of Puerto Rico-School of Law,Calle Federico Costa 170 Urb Ind Tres Monjitas,San Juan,PR,00936-8351,San Juan Municipio,18.428145,-66.072656,"San Juan-Carolina-Caguas, PR",,,,,,,,
International Technical College,104 Loaiza Cordero St,San Juan,PR,00918-3325,San Juan Municipio,18.416999,-66.057312,"San Juan-Carolina-Caguas, PR",,,,,,,,
Liceo de Arte y Tecnologia,405 Ponce de Leon Ave.,San Juan,PR,00917,San Juan Municipio,18.421013,-66.056421,"San Juan-Carolina-Caguas, PR",,,,,,,,
MBTI Business Training Institute,1256 Ponce de Leon Ave. Stop 18 1/2,Santurce,PR,00907-3917,San Juan Municipio,18.450225,-66.073372,"San Juan-Carolina-Caguas, PR",,,,,,,,
Modern Hairstyling Institute-Bayamon,Betances #20 Esquina Degetau,Bayamon,PR,00961,Bayam�n Municipio,18.400048,-66.155874,"San Juan-Carolina-Caguas, PR",,,,,,,,
Modern Hairstyling Institute-Arecibo,Vista Azul Shopping Center #2 Km.80.0,Arecibo,PR,00612,Arecibo Municipio,18.476118,-66.754165,"Arecibo, PR",,,,,,,,
National University College-Bayamon,Carr. #2 Edificio National College Plaza,Bayamon,PR,00960,Bayam�n Municipio,18.393027,-66.149,"San Juan-Carolina-Caguas, PR",,,,,,,,
National University College-Arecibo,Arecibo Centro Plz Ave Manuel Perez Aviles,Arecibo,PR,00612,Arecibo Municipio,18.474217,-66.719512,"Arecibo, PR",,,,,,,,
Ponce Paramedical College Inc,1213 Acacia Street Villa Flores Urb,Ponce,PR,00716-2901,Ponce Municipio,18.017137,-66.592626,"Ponce, PR",,,,,,,,
Ponce School of Medicine and Health Sciences,Urb Industrial Reparada Marginal St Lot 2,Ponce,PR,00732,Ponce Municipio,17.993242,-66.620343,"Ponce, PR",,,,,,,,
University of Puerto Rico-Aguadilla,Belt St.,Ramey,PR,00604-6150,Aguadilla Municipio,18.498652,-67.13793,"Aguadilla-Isabela, PR",,,,,,,,
University of Puerto Rico-Arecibo,Finca las Dunas Carr 653 Ruta 129 Km 8,Arecibo,PR,00614-4010,Arecibo Municipio,18.469199,-66.74114,"Arecibo, PR",,,,,,,,
University of Puerto Rico-Bayamon,Road 174 #170 Minillas Industrial Park,Bayamon,PR,00959,Bayam�n Municipio,18.371398,-66.143541,"San Juan-Carolina-Caguas, PR",,,,,,,,
University of Puerto Rico-Carolina,Carretera 887 Bo San Anton,Carolina,PR,00984-4800,Carolina Municipio,18.391471,-65.989694,"San Juan-Carolina-Caguas, PR",,,,,,,,
University of Puerto Rico-Cayey,205 Antonio R. Barcelo Ave.,Cayey,PR,00737-2230,Cayey Municipio,18.117232,-66.163146,"San Juan-Carolina-Caguas, PR",,,,,,,,
University of Puerto Rico-Central Administration,"Carr #1, Km 12.9 Terrenos Estacion Exp.  Agricola",San Juan,PR,00936-4984,San Juan Municipio,18.380864,-66.070015,"San Juan-Carolina-Caguas, PR",,,,,,,,
University of Puerto Rico-Humacao,Call Box 860,Humacao,PR,00792,Humacao Municipio,18.14779,-65.838967,"San Juan-Carolina-Caguas, PR",,,,,,,,
University of Puerto Rico-Utuado,Carr. # 10 Km. 52.2,Utuado,PR,00641,Utuado Municipio,18.266183,-66.72228,"Aguadilla-Isabela, PR",,,,,,,,
University of Puerto Rico-Mayaguez,259 Boulevard Alfonso Valdez,Mayaguez,PR,00681,Mayag�ez Municipio,18.212964,-67.143911,Mayag,,,,,,,,
University of Puerto Rico-Medical Sciences,"Rio Piedras Medical Center, Americo Miranda Avenue",San Juan,PR,00936-5067,San Juan Municipio,18.408675,-66.051774,"San Juan-Carolina-Caguas, PR",,,,,,,,
University of Puerto Rico-Ponce,2151 Santiago de los Caballeros Avenue,Ponce,PR,00716-9996,Ponce Municipio,17.993314,-66.606215,"Ponce, PR",,,,,,,,
University of Puerto Rico-Rio Piedras,39 Ponce de Leon  Ave,San Juan,PR,00931-0000,San Juan Municipio,18.403027,-66.045875,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Del Este,Carr. # 190 Esq. Calle 220 Bo. Sabana Abajo,Carolina,PR,00985-0985,Carolina Municipio,18.415027,-65.983422,"San Juan-Carolina-Caguas, PR",,,,,,,,
Ryder Memorial School for Practical Nursing,Calle Font Martelo #355,Humacao,PR,00791,Humacao Municipio,18.150767,-65.827753,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad del Sagrado Corazon,Calle Rosales Esq San Antonio Pda 26 1/2,Santurce,PR,00907,San Juan Municipio,18.440592,-66.075103,"San Juan-Carolina-Caguas, PR",,,,,,,,
Seminario Evangelico de Puerto Rico,776 Ponce de Leon Avenue,San Juan,PR,00925,San Juan Municipio,18.407248,-66.050221,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Central Del Caribe,Ramon Ruiz Arnau University Hospital Laurel Ave,Bayamon,PR,00960-6032,Bayam�n Municipio,18.367405,-66.154522,"San Juan-Carolina-Caguas, PR",,,,,,,,
Universidad Politecnica de Puerto Rico,377 Ponce de Leon Ave,Hato Rey,PR,00919,San Juan Municipio,18.422503,-66.055398,"San Juan-Carolina-Caguas, PR",,,,,,,,
Pontifical Catholic University of Puerto Rico-Mayaguez,482 Sur Calle Ramon Emerito Betances,Mayaguez,PR,00680-1713,Mayag�ez Municipio,18.193323,-67.143722,Mayag,,,,,,,,
Universidad Del Turabo,Carr. # 189 Km 3.3,Gurabo,PR,00778-3030,Gurabo Municipio,18.239647,-66.006259,"San Juan-Carolina-Caguas, PR",,,,,,,,
College of Micronesia-FSM,Kolonia,Pohnpei,FM,96941,POHNPEI,6.95525,158.209231,N,,,,,,,,
Palau Community College,Medalaii,Koror,PW,96940,KOROR,7.342913,134.474043,N,,,,,,,,
University of the Virgin Islands,2 John Brewers Bay,Charlotte Amalie,VI,00802-9990,St. Thomas Island,18.344193,-64.972866,N,,,,,,,,
Stanford University,450 Jane Stanford Way,Stanford,CA,94305,Santa Clara County,37.426967,-122.168826,"San Jose-Sunnyvale-Santa Clara, CA",,,,,,,,
Purdue University-Main Campus,Hovde Hall of Administration,West Lafayette,IN,47907-2040,Tippecanoe County,40.428206,-86.914435,"Lafayette-West Lafayette, IN",,,,,,,,
Blue Hills Regional Technical School,800 Randolph St,Canton,MA,02021,Norfolk County,42.181648,-71.103893,"Boston-Cambridge-Newton, MA-NH",,,,,,,,
Parker University,2540 Walnut Hill Lane,Dallas,TX,75229-5668,Dallas County,32.880341,-96.893572,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
EDP Univeristy of Puerto Rico Inc-San Juan,560 Ponce de Leon Ave.  Cr. Arroyo St.,San Juan,PR,00919-2303,San Juan Municipio,18.415375,-66.055403,"San Juan-Carolina-Caguas, PR",,,,,,,,
ICPR Junior College-General Institutional,558 Munoz Rivera Avenue,Hato Rey,PR,00919-0304,San Juan Municipio,18.415772,-66.056996,"San Juan-Carolina-Caguas, PR",,,,,,,,
ITT Technical Institute-Sylmar,12669 Encinitas Ave,Sylmar,CA,91342-3664,Los Angeles County,34.299474,-118.474121,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
ITT Technical Institute-Westminster,"8620 Wolff Court, Suite 100",Westminster,CO,80031,Adams County,39.85278,-105.049091,"Denver-Aurora-Lakewood, CO",,,,,,,,
Widener University-Delaware Law School,4601 Concord Pike,Wilmington,DE,19803,New Castle County,39.816493,-75.548908,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,,,,,,
City College-Fort Lauderdale,2000 W. Commercial Boulevard,Fort Lauderdale,FL,33309,Broward County,26.18748,-80.17007,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Meridian College,7020 Professional Pkwy E,Sarasota,FL,34240,Sarasota County,27.380724,-82.425309,"North Port-Sarasota-Bradenton, FL",,,,,,,,
Georgia Perimeter College,3251 Panthersville Rd,Decatur,GA,30034-3832,DeKalb County,33.688584,-84.275037,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,
Georgia Piedmont Technical College,495 N Indian Creek Dr,Clarkston,GA,30021-2397,DeKalb County,33.789898,-84.234504,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,
The Beauty Institute Schwarzkopf Professional - Coeur D'Alene,410 Neider Ave. Suite B,Coeur D'Alene,ID,83815,Kootenai County,47.70605,-116.793231,"Coeur d'Alene, ID",,,,,,,,
Cortiva Institute-Chicago,"17 N. State Street, Suite 500",Chicago,IL,60602,Cook County,41.882431,-87.627383,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
ETI School of Skilled Trades,"500 Joliet Road, Suite#100",Willowbrook,IL,60527,DuPage County,41.748275,-87.936229,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Trend Setters' Academy of Beauty Culture-Elizabethtown,622 B Westport Rd,Elizabethtown,KY,42701,Hardin County,37.703008,-85.882526,"Elizabethtown-Fort Knox, KY",,,,,,,,
Traxlers School of Hair,2845 Suncrest Dr,Jackson,MS,39212,Hinds County,32.267776,-90.261855,"Jackson, MS",,,,,,,,
Infinity Career College,305 Hwy 16 West,Carthage,MS,39050-4423,Leake County,32.737649,-89.533147,N,,,,,,,,
Vatterott College-Berkeley,8580 Evans Avenue,Berkeley,MO,63134,St. Louis County,38.721992,-90.311898,"St. Louis, MO-IL",,,,,,,,
Metro Business College-Rolla,1202 E Hwy 72,Rolla,MO,65401,Phelps County,37.938473,-91.754968,"Rolla, MO",,,,,,,,
Metro Business College-Jefferson City,210 El Mercado Plaza,Jefferson City,MO,65109,Cole County,38.58844,-92.250781,"Jefferson City, MO",,,,,,,,
Warren County Community College,475 Route 57 W,Washington,NJ,07882-4343,Warren County,40.752353,-75.005977,"Allentown-Bethlehem-Easton, PA-NJ",,,,,,,,
St. John's College,1160 Camino Cruz Blanca,Santa Fe,NM,87505-4599,Santa Fe County,35.666789,-105.912226,"Santa Fe, NM",,,,,,,,
Yeshiva and Kollel Harbotzas Torah,1049 E 15th St,Brooklyn,NY,11230,Kings County,40.624029,-73.960994,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Bais Medrash Elyon,401 Elmwood Avenue,Brooklym,NY,11230,Kings County,40.6275,-73.973431,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Antioch University-Los Angeles,400 Corporate Pointe,Culver City,CA,90230-7615,Los Angeles County,33.98764,-118.384651,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Antioch University-Santa Barbara,602 Anacapa Street,Santa Barbara,CA,93101,Santa Barbara County,34.419007,-119.695767,"Santa Maria-Santa Barbara, CA",,,,,,,,
Antioch University-New England,40 Avon St,Keene,NH,03431,Cheshire County,42.932344,-72.293798,"Keene, NH",,,,,,,,
Antioch University-Seattle,2326 6th Ave,Seattle,WA,98121-1814,King County,47.61696,-122.342647,"Seattle-Tacoma-Bellevue, WA",,,,,,,,
Antioch University-Midwest,900 Dayton St,Yellow Springs,OH,45387,Greene County,39.795828,-83.892094,"Dayton, OH",,,,,,,,
Mid-America Christian University,3500 SW 119th St,Oklahoma City,OK,73170-9797,Cleveland County,35.347785,-97.578297,"Oklahoma City, OK",,,,,,,,
Platt College-Tulsa,3801 S Sheridan,Tulsa,OK,74145,Tulsa County,36.107931,-95.907011,"Tulsa, OK",,,,,,,,
Ponca City Beauty College,122 N First St,Ponca City,OK,74601,Kay County,36.703852,-97.076898,"Ponca City, OK",,,,,,,,
Francis Tuttle Technology Center,12777 N Rockwell Ave,Oklahoma City,OK,73142-2789,Oklahoma County,35.60052,-97.640672,"Oklahoma City, OK",,,,,,,,
Career Point College,3138 S Garnett,Tulsa,OK,74146,Tulsa County,36.117167,-95.853268,"Tulsa, OK",,,,,,,,
Central Technology Center,3 CT Circle,Drumright,OK,74030,Creek County,35.994261,-96.585322,"Tulsa, OK",,,,,,,,
Carrington College-Portland,"2004 Lloyd Center, 3rd Floor",Portland,OR,97232-1309,Multnomah County,45.532356,-122.653583,"Portland-Vancouver-Hillsboro, OR-WA",,,,,,,,
Career Technology Center of Lackawanna County,3201 Rockwell Ave,Scranton,PA,18508,Lackawanna County,41.452849,-75.652477,"Scranton--Wilkes-Barre--Hazleton, PA",,,,,,,,
Brightwood College-Nashville,750 Envious Lane,Nashville,TN,37217-5318,Davidson County,36.142966,-86.701519,"Nashville-Davidson--Murfreesboro--Franklin, TN",,,,,,,,
Brightwood College-El Paso,"8360 Burnham Road, Suite 100",El Paso,TX,79907,El Paso County,31.737748,-106.327868,"El Paso, TX",,,,,,,,
Houston Graduate School of Theology,4300C West Bellfort,Houston,TX,77035-3602,Harris County,29.673326,-95.448779,"Houston-The Woodlands-Sugar Land, TX",,,,,,,,
Palo Alto College,1400 W Villaret Blvd,San Antonio,TX,78224-2499,Bexar County,29.322925,-98.546713,"San Antonio-New Braunfels, TX",,,,,,,,
Sebring Career Schools-Huntsville,"2505 Lake Road  ,  Suite 1",Huntsville,TX,77340,Walker County,30.708909,-95.547073,"Huntsville, TX",,,,,,,,
University of Cosmetology Arts & Sciences-San Antonio Perrin,4130 Naco Perrin,San Antonio,TX,78217,Bexar County,29.543796,-98.412979,"San Antonio-New Braunfels, TX",,,,,,,,
Central Texas Beauty College-Round Rock,1400 N. Mays,Round Rock,TX,78664-4604,Williamson County,30.519173,-97.689509,"Austin-Round Rock, TX",,,,,,,,
Empire Beauty School-Manitowoc,1034 S 18th St,Manitowoc,WI,54220-5040,Manitowoc County,44.088358,-87.671833,"Manitowoc, WI",,,,,,,,
Unification Theological Seminary,30 Seminary Drive,Barrytown,NY,12507,Dutchess County,42.005744,-73.922774,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Athens Technical College,800 U.S. Hwy 29 North,Athens,GA,30601,Clarke County,33.990183,-83.339598,"Athens-Clarke County, GA",,,,,,,,
Maricopa Skill Center,1245 E Buckeye,Phoenix,AZ,85034-4101,Maricopa County,33.435722,-112.054739,"Phoenix-Mesa-Scottsdale, AZ",,,,,,,,
Carrington College-San Leandro,"15555 E. 14th Street, Suite 500",San Leandro,CA,94578-1977,Alameda County,37.701216,-122.125819,"San Francisco-Oakland-Hayward, CA",,,,,,,,
